cop,act_name,street,city,state,zip,phone,url
TRUE,Smail Honda Village,5043 U.S. 30,Greensburg,PA,15601,877-517-9811,www.smailhondavillage.com
TRUE,Smail Kia,5094 Route 30 East,Greensburg,PA,15601,724-837-7000,www.smailkia.com
TRUE,Smail Mazda,5110 U.S. 30,Greensburg,PA,15601,877-546-8282,www.smailmazda.com
TRUE,Smart Buick Gmc,2600 South Rivercreek Drive,Malvern,AR,72104-8718,(501) 332-3631,www.smartbuickgmc.com
TRUE,Smart Car,1135 Millersport Highway,Amherst,NY,14226,7168364600,www.northtownsmartcarstore.com
TRUE,Smart Center Albuquerque,1220 S. Renaissance Blvd Ne,Albuquerque,NM,87107,5059992500,www.smartcenteralbuquerque.com
TRUE,Smart Center Annapolis,324 Sixth Street,Annapolis,MD,21403,4102682222,www.smartcenterannapolis.com
TRUE,Smart Center Bedford,99 Broadway,Bedford,OH,44146,4404390100,www.smartcenterbedford.com
TRUE,Smart Center Beverly Hills,9250 Beverly Boulevard,Beverly Hills,CA,90210,3106592980,www.smartcenterbeverlyhills.com
TRUE,Smart Center Boston,259 Mc Grath Hwy,Somerville,MA,2143,6176664100,www.smartcenterboston.com
TRUE,Smart Center Buckhead,2799 Piedmont Road,Atlanta,GA,30305,4048463500,www.smartcenterbuckhead.com
TRUE,Smart Center Buffalo,8185 Main Street,Williamsville,NY,14221,7166330088,www.smartcenterbuffalo.com
TRUE,Smart Center Cary,2400 Auto Park Blvd,Cary,NC,27511,9196533330,www.smartcentercary.com
TRUE,Smart Center Chandler,7450 W. Orchid Lane,Chandler,AZ,85226,4804033400,www.smartcenterchandler.com
TRUE,Smart Center Charleston,1511 Savannah Highway,Charleston,SC,29407,8438524000,www.smartcentercharleston.com
TRUE,Smart Center Cherry Hill,2151 Rt. 70 W,Cherry Hill,NJ,8002,8566633200,www.smartcentercherryhill.com
TRUE,Smart Center Cincinnati,8663 Montgomery Rd ,Cincinnati ,OH ,45236, 513-984-9000,www.cincysmart.com
TRUE,Smart Center Clearwater,19820 Us Hwy 19 N,Clearwater,FL,33764,7275301661,www.smartcenterclearwater.com
TRUE,Smart Center Creve Coeur,11830 Olive Boulevard,Creve Coeur,MO,63141,3143011715,www.smartcentercrevecoeur.com
TRUE,Smart Center Devon,214 Lancaster Avenue,Devon,PA,19333,6106871500,www.smartcenterdevon.com
TRUE,Smart Center Easton,4300 Morse Crossing,Columbus,OH,43219,6142992144,www.smartcentereaston.com
TRUE,Smart Center Edison,910 U S Highway Rte 1,Edison,NJ,8817,7325496600,www.smartcenteredison.com
TRUE,Smart Center Englewood,24 Grand Avenue,Englewood,NJ,7631,2015671400,www.smartcenterenglewood.com
TRUE,Smart Center Fairfield,165 Commerce Drive,Fairfield,CT,6825,2033367285,www.smartcenterfairfield.com
TRUE,Smart Center Germantown,19750 Germantown Road,Germantown,MD,20874,3016015500,www.smartcentergermantown.com
TRUE,Smart Center Hartford,1 Weston Street,Hartford,CT,6120,8602782000,www.smartcenterhartford.com
TRUE,Smart Center Houston North,17510 I-45 North Freeway,Houston,TX,77090,2812336000,www.smartcenterhoustonnorth.com
TRUE,Smart Center Indianapolis,4000 East 96Th Street,Indianapolis,IN,46240,3175806800,www.smartcenterindianapolis.com
TRUE,Smart Center Jacksonville,7018 Blanding Blvd,Jacksonville,FL,32244,9047775900,www.smartcenterjacksonville.com
TRUE,Smart Center Knoxville,10131 Parkside Drive,Knoxville,TN,37922,8657772222,www.smartcenterknoxville.com
TRUE,Smart Center Las Vegas,7300 West Sahara Avenue,Las Vegas,NV,89117,7023642700,www.smartcenterlasvegas.com
TRUE,Smart Center Latham,1111 Troy Schenectady Road,Latham,NY,12110,5187854197,www.smartcenterlatham.com
TRUE,Smart Center Lincolnwood,4255 W. Touhy Avenue,Lincolnwood,IL,60712,8476751000,www.smartcenterlincolnwood.com
TRUE,Smart Center Lindon,530 S. Lindon Park Drive,Lindon,UT,84042,8012224400,www.smartcenterlindon.com
TRUE,Smart Center Lynnfield,385 Broadway,Lynnfield,MA,1940,7815969700,www.smartcenterlynnfield.com
TRUE,Smart Center Manhattan,770 11Th Avenue,New York,NY,10019,2126291600,www.smartcentermanhattan.com
TRUE,Smart Center Merriam,9400 W. 65Th St.,Merriam,KS,66203,9136773300,www.smartcenterofmerriam.com
TRUE,Smart Center Nashville,630 Bakers Bridge Avenue,Franklin,TN,37067,6157428000,www.smartcenternashville.com
TRUE,Smart Center New Orleans,3727 Veterans Memorial Blvd,Metairie,LA,70002,5044563727,www.smartcenterneworleans.com
TRUE,Smart Center Of Alpharetta,345 Mcfarland Parkway,Alpharetta,GA,30004,6786372333,www.alpharetta.smartdealersites.com
TRUE,Smart Center Of Bloomfield Hills,36600 N. Woodward Avenue,Bloomfield Hills,MI,48304,2486448400,www.smartcenterbloomfield.com
TRUE,Smart Center Of Bridgewater,1250 Route 22,Bridgewater,NJ,8807,9086850800,www.smartcenterofbridgewater.com
TRUE,Smart Center Of Catonsville,6631 Baltimore National Pike,Catonsville,MD,21228,4107887744,www.smartcenterofcatonsville.com
TRUE,Smart Center Of Cincinnati,8727 Montgomery Road,Cincinnati,OH,45236,5139849000,www.smartcentercincinnati.com
TRUE,Smart Center Of Coconut Creek,4250 N. State Road 7,Coconut Creek,FL,33072,9545903100,www.smartcenterofcoconutcreek.com
TRUE,Smart Center Of Cutler Bay,10701 S. W. 211Th Street,Cutler Bay,FL,33189,3052510345,www.smartcenterofcutlerbay.com
TRUE,Smart Center Of Gainesville,4000 N. Main Street,Gainesville,FL,32609,3523327571,www.smartcenterofgainesville.com
TRUE,Smart Center Of Georgetown,7401 Ih 35 South,Georgetown,TX,78627,5128689711,www.smartcenterofgeorgetown.com
TRUE,Smart Center Of Laguna Niguel,One Star Drive,Laguna Niguel,CA,92677,9493473700,www.smartcenterlagunaniguel.com
TRUE,Smart Center Of Louisville,4156 Shelbyville Road,Louisville,KY,40207,5028964411,www.smartcenterlouisville.com
TRUE,Smart Center Of Madison,2300 Rimrock Road,Madison,WI,53713,6082584000,www.smartcentermadison.com
TRUE,Smart Center Of Medford,3240 Crater Lake Avenue,Medford,OR,97504,5417741000,www.smartcenterofmedford.com
TRUE,Smart Center Of Naples,501 Airport Road South,Naples,FL,34104,2396435006,www.smartcenternaples.com
TRUE,Smart Center Of North Olmsted,28450 Lorain Road,North Olmsted,OH,44070,4407162700,www.smartcenterofnortholmsted.com
TRUE,Smart Center Of Oklahoma City,1225 North Broadway,Oklahoma City,OK,73103,4052361224,www.smartcenterofoklahomacity.com
TRUE,Smart Center Of Omaha,14335 Hillsdale Avenue,Omaha,NE,68137,4023849999,www.smartcenteromaha.com
TRUE,Smart Center Of Orland Park,8470 West 159Th Street,Orland Park,IL,60462,7084600400,www.smartcenteroforlandpark.com
TRUE,Smart Center Of Orlando,810 N. Orlando Avenue,Maitland,FL,32751,4076454222,www.smartcenteroforlando.com
TRUE,Smart Center Of Plano,4464 West Plano Parkway,Plano,TX,75093,9725990909,www.smartcenterofplano.com
TRUE,Smart Center Of Portland,1605 Sw Naito Parkway,Portland,OR,97201,5032288351,www.smartcenterportland.com
TRUE,Smart Center Of Richmond,8225 West Broad Street,Richmond,VA,23294,8047559300,www.smartcenterofrichmond.com
TRUE,Smart Center Of Rochester,4447 Canal Place Se,Rochester,MN,55904,5074243001,www.smartcenterofrochester.com
TRUE,Smart Center Of Roslyn,1600 Northern Blvd.,Roslyn,NY,11576,5166251600,www.smartcenterroslyn.com
TRUE,Smart Center Of San Jose,3000 E. Capitol Expressway,San Jose,CA,95148,4082392300,www.smartcenterofsanjose.com
TRUE,Smart Center Of San Juan,400 East Expressway 83,San Juan,TX,78589,9567874400,www.smartcenterofsanjuan.com
TRUE,Smart Center Of Santa Fe,2586 Camino Entrada,Santa Fe,NM,87507,5059132900,www.smartcenterofsantafe.com
TRUE,Smart Center Of Sarasota,4754 Clark Road,Sarasota,FL,34233,9419233441,www.smartcentersarasota.com
TRUE,Smart Center Of Scarborough,137 U. S. Route One,Scarborough,ME,4074,2075102250,www.smartcenterofscarborough.com
TRUE,Smart Center Of Seattle,2025 Airport Way South,Seattle,WA,98134,2063245959,www.smartcenterseattle.com
TRUE,Smart Center Of St. Charles,225 N. Randall Road,St. Charles,IL,60174,8884592190,www.smartcenterofst-charles.com
TRUE,Smart Center Of West Chester,1260 Wilmington Pike,West Chester,PA,19382,4843131100,www.smartcenterofwestchester.com
TRUE,Smart Center Oxnard,1511 Auto Center Drive,Oxnard,CA,93036,8056046500,www.smartcenter-oxnard.com
TRUE,Smart Center Palm Beach,4002 Okeechobee Blvd.,West Palm Beach,FL,33409,5616896363,www.smartcenterpalmbeach.com
TRUE,Smart Center Pittsburgh,4709 Baum Blvd.,Pittsburgh,PA,15213,4126835000,www.smartcenterpittsburgh.com
TRUE,Smart Center Riverside,8505 Indiana Avenue,Riverside,CA,92504,9516883332,www.smartcenterriverside.com
TRUE,Smart Center Sacramento,1810 Howe Avenue,Sacramento,CA,95825,9169248000,www.smartcentersacramento.com
TRUE,Smart Center San Antonio,9600 San Pedro,San Antonio,TX,78216,2103669600,www.smartcentersanantonio.com
TRUE,Smart Center San Diego,4750 Kearny Mesa Road,San Diego,CA,92111,8582797202,www.smartcentersandiego.com
TRUE,Smart Center San Francisco,500 8Th Street,San Francisco,CA,94103,4156732000,www.smartcentersanfrancisco.com
TRUE,Smart Center Santa Barbara,401 South Hope Avenue,Santa Barbara,CA,93105,8056822000,www.smartcentersantabarbara.com
TRUE,Smart Center South Charlotte,950 North Polk Street,Pineville,NC,28134,7048894444,www.smartcentersouthcharlotte.com
TRUE,Smart Center Sugarland,15625 Southwest Freeway,Sugar Land,TX,77478,2812071500,www.smartcentersugarland.com
TRUE,Smart Center Tampa,4400 N. Dale Mabry Highway,Tampa,FL,33614,8137122777,www.smartcentertampa.com
TRUE,Smart Center Tulsa,9393 South Memorial,Tulsa,OK,74133,9182499393,www.smartcentertulsa.com
TRUE,Smart Center Tysons Corner,8545 Leesburg Pk - R T 7 Tysons Corner,Vienna,VA,22182,7035646330,www.smartcentertysonscorner.com
TRUE,Smart Center Warwick,1557 Bald Hill Road,Warwick,RI,2886,4018211510,www.smartcenterwarwick.com
TRUE,Smart Center West Covina,2010 East Garvey Avenue South,West Covina,CA,91791,6268591200,www.smartcenterwestcovina.com
TRUE,Smart Center Westminster,10391 Westminster Boulevard,Westminster,CO,80020,3034107800,www.smartcenterwestminster.com
TRUE,Smart Center Winston-Salem,691 Jonestown Road,Winston-Salem,NC,27114,3367604580,www.smartcenterwinston-salem.com
TRUE,Smart Chevrolet and Body Shop,4417 North Carolina Hwy 704,Madison,NC,27025,(888) 239-4184,www.smartchevrolet.com
TRUE,Smart Chevrolet Cadillac Buick GMC,#3 Smart Drive,White Hall,AR,71602,(870) 619-4786,www.smartchevy.com
TRUE,Smart Chrysler Dodge Ram Jeep,2400 E Harding Ave,Pine Bluff,AR,71601-6844,8705343020,www.smartchryslerdodgeramjeep.com
TRUE,Smart Ford,1103 Martin Luther King Blvd.,Malvern,AR,72104,(501) 332-5414,www.smartfordmalvern.net
TRUE,Smart Honda, 2 Smart Dr.,White Hall,AR,71602,(877) 423-2140,www.smarthondapinebluff.com
TRUE,Smart Honda,11206 Hickman Rd,Des Moines,IA,50325,(877) 569-6752,www.smarthondadesmoines.com
TRUE,Smart Hyundai,1 Smart Drive,White Hall,AR,71602,870-534-8122,www.smartdrivehyundai.com
TRUE,Smart Toyota of Quad Cities,1501 East 53rd Street,Davenport,IA,52807,(877) 946-6356,www.smarttoyotaquadcities.com
TRUE,"Smedley'S Chevrolet Sales, Inc.",850 W National Rd,Vandalia,OH,45377-1016,(937) 898-5894,www.smedleys.com
TRUE,Smicklas Chevrolet,8900 Northwest Expressway,Oklahoma City,OK,73162-6018,(405) 943-5721,www.smicklaschevrolet.net
TRUE,Smicklas Collision Center of Oklahoma City,8900 Northwest Expressway,Oklahoma City,OK,73162,(888) 960-9226,www.smicklascollision.com
TRUE,Smith - Cooperstown Inc.,5069 State Hwy. 28 South,Cooperstown,NY,13326,(607) 547-9924,www.smithcooperstown.com
TRUE,Smith Auto Company,2534 N. 200 East.,Spanish Fork,UT,84660,(801) 798-3553,www.smithsfords.net
TRUE,Smith Cairns Ford Lincoln,900 Central Avenue,Yonkers,NY,10704,(888) 802-3153,www.smithcairnslincoln.com
TRUE,Smith Cairns Ford Lincoln,519 Bedford Rd.,Bedford Hills,NY,10507,9142411000,www.smithcairnsford.com
TRUE,Smith Cairns Subaru - Yonkers,900 Central Park Ave,Yonkers,NY,10704,(888) 318-1086,www.yonkerssubaru.com
TRUE,Smith Chevrolet,90 Highway OO,Jane,MO,64856,(888) 693-1551,www.smithchevroletattheborder.com
TRUE,Smith Chevrolet,1911 Eastern Ave,Gallipolis,OH,45631-1818,(740) 446-2282,www.smithsuperstore.com
TRUE,Smith Chevrolet,200 N Harper St,Laurens,SC,29360-2365,(864) 984-6581,www.smithautos.com
TRUE,Smith Chevrolet Cadillac,6500 Autopark Drive,Fort Smith,AR,72908,(479) 431-6500,www.smithchevycadillac.com
TRUE,"Smith Chevrolet Cadillac, Inc.",1601 Auto Mall Dr,Turlock,CA,95380-9534,(209) 632-3946,www.smithchevroletcadillac.com
TRUE,"Smith Chevrolet Co., Inc.",3477 South Pioneer Drive,Idaho Falls,ID,83401-2001,(208) 522-9800,www.smithchevy.net
TRUE,Smith Chrysler Dodge Jeep,92 Route 00,Jane,MO,64856,417-226-0300,www.smithchryslerdodgejeep.com
TRUE,Smith Company Mercedes-Benz of Charleston,5 Dudley Farms Lane,Charleston,WV,25309,(888) 912-0166,www.mercedesbenzofcharleston.com
TRUE,Smith Company Motor Cars,5 Dudley Farms Lane,Charleston,WV,25309,800-427-4034,www.smithcompany.mercedesdealer.com
TRUE,Smith Family Nissan,114 Access Rd,Elk City,OK,73644,580-225-3344,www.smithfamilynissan.com
TRUE,Smith Ford,92 Route OO ,Jane,MO ,64856,8776824595,www.smithfordattheborder.com
TRUE,Smith Ford,412 East Motel Drive,Lordsburg,NM,88045,8882610478,www.smithfordlordsburg.com
TRUE,Smith Ford Of Lowell Inc,1777 East Commercial Ave,Lowell,IN,46356,(866) 893-2915,www.smithfordoflowell.com
TRUE,"Smith Ford, Inc.",908 East Oak,Conway,AR,72032,888826159,www.smithford.net
TRUE,Smith Gray Buick GMC,16573 Conneaut Lake Rd,Meadville,PA,16335,(814) 350-2714,www.smithgray.com
TRUE,Smith Haven Chrysler Jeep Dodge,794 Jericho Turnpike,St James,NY,11780-3225,6318632000,www.smithhavenchryslerjeepdodge.net
TRUE,Smith Haven Mazda,827 Middle Country Rd,Saint James,NY,11780,(888) 530-4836,www.smithhavenmazda.com
TRUE,Smith Haven Mitsubishi,827 Jericho Turnpike,Saint James,NY,11780,(631)724-4070,www.smithhavenmitsubishi.com/
TRUE,Smith Infiniti/Huntsville,1010 Old Monrovia Rd Nw,Huntsville,AL,35806,256-882-1009,www.smithinfinitiofhuntsville.com
TRUE,Smith Kia Of Bellingham,1804 Iowa Street,Bellingham,WA,98226,360-715-3455,www.smithkia.com
TRUE,Smith Mitsubishi,1219 Monterey Street,San Luis Obispo,CA,93401,(805)543-0832,www.smithmitsubishi.com
TRUE,Smith Motor Co,Hwy 36 E,Brookfield,MO,64628,(660) 258-2267,www.smith-ford.com
TRUE,Smith Motor Company,359 Rte 31 South,Washington,NJ,7882,888-483-2312,www.smithmtr.com
TRUE,Smith Motor Sales of Haverhill Inc.,420 River Street,Haverhill,MA,1832,(978) 372-2552,www.smith.mercedesdealer.com
TRUE,Smith Motors,101 N 11th Street,Wahpeton,ND,58075,866-579-2144,www.smithmotors.com
TRUE,Smith Motors Inc. Of Lowell,700 W Commercial Ave,Lowell,IN,46356-2277,(219) 696-8931,www.smithmotorsoflowell.com
TRUE,Smith Nissan,6520 Auto Park Drive,Fort Smith,AR,72908,479-648-1900,www.smithnissan.com/
TRUE,Smith South Plains,2483 Highway 114 East,Levelland,TX,79336,(866) 914-0427,www.smithsouthplainsdodgechryslerjeep.com
TRUE,Smith South Plains Ford Lincoln,Highway 114 East,Levelland,TX,79336,(888) 442-0414,www.smithsouthplainsford.com
TRUE,Smith South Plains Ford-Lincoln,Highway 114 East,Levelland,TX,79336,(888) 844-9312,www.smithsouthplainslincoln.com
TRUE,Smith Volkswagen,4304 Kirkwood Highway,Wilmington,DE,19808,(866) 465-6222,www.smithvw.com
TRUE,Smith Volvo,1219 Monterey Street,San Luis Obispo,CA,93401,(888) 419-8320,www.smithvolvo.com
TRUE,Smithtown Acura,780 Middle Country Road,St James,NY,11780,866-331-0597,www.smithtownacura.com
TRUE,Smithtown Kia,726 Middle Country Road,Saint James,NY,11780,(888) 719-2603,www.smithtownkia.com
TRUE,Smithtown Nissan,535 Middle Country Rd,St James,NY,11780,855-440-9919,www.nissanofsmithtown.com
TRUE,Smithtown Scion,330 East Jericho Turnpike,Smithtown,NY,11787,(888) 457-9510,www.smithtownscion.com
TRUE,Smithtown Toyota,360 East Jericho Turnpike,Smithtown,NY,11787,6317243300,www.smithtowntoyota.com
TRUE,Smithtown Volkswagen,530 E. Jericho Turnpike,St. James,NY,11780,(866) 308-5672,www.smithtownvw.com
TRUE,Smithtown Volvo,633 Middle Country Road,St. James,NY,11780,(631) 724-0400,www.smithtownvolvo.com
TRUE,Smokin' Harley-Davidson,3441 Myer Lee Dr.,Winston-Salem,NC,27101,888-768-8762,www.smokinharley.com
TRUE,"Smoky Jennings Chevrolet, Inc.",152 N Main St,Palmyra,IL,62674-5865,(217) 436-2414,www.smokyjennings.com
TRUE,Smoky Mountain Chevrolet,71 Cat Creek Road,Franklin,NC,28734-2774,(828) 524-0734,www.smchevy.com
TRUE,Smolich Chrysler Jeep Dodge,1865 North East Highway 20,Bend,OR,97701-4832,5413891177,www.jimsmolichmotors.net
TRUE,"Smolich Motors, Inc.",20630 Grandview Drive,Bend,OR,97701,(541) 389-1177,www.smolichvolvo.com
TRUE,Smolich Nissan,1835 Ne Highway 20,Bend,OR,97701,541-389-1178,www.smolichnissan.com/
TRUE,Smothers European,2881 Corby Ave.,Santa Rosa,CA,95407,(707) 542-4810,www.smotherseuropeanvolvo.com
TRUE,Smythe Volvo,40-42 River Road,Summit,NJ,7901,(888) 349-5758,www.smythevolvo.com
TRUE,Snell Indoor Auto Center,1900 Madison Avenue,Mankato,MN,56001-5400,(507) 345-4626,www.snellmotors.com
TRUE,Snethkamp Chrysler Dodge Jeep Ram,11600 Telegraph Road,Redford,MI,48239,(888) 455-6146,www.snethkampchryslerjeep.net
TRUE,Snowy Mountain Motors,80739 US Hwy 87,Lewistown,MT,59457-8347,4065384014,www.snowymountainmotorschryslerdodgejeep.com
TRUE,Snyder Buick Cadillac GMC,1421 N Scott Street,Napoleon,OH,43545,(800) 716-6506,www.snydergm.com
TRUE,Snyder Chevrolet,524 N Perry Street,Napoleon,OH,43545,(567) 341-4132,www.snyderchevrolet.com
TRUE,So Cal Penske Fleet,18400 Studebaker Rd,Cerritos,CA,90703,(888) 615-7995,www.socalpenskefleet.com
TRUE,SoCal Penske,2010 E. Garvey Ave.,West Covina,CA,91791,877-638-4074,www.socalpenske.com
TRUE,SoCal Penske,10901 E 183rd Street,Cerritos,CA,90703,(562) 733-3800,www.socalpenskegm.com
TRUE,Soeby Motor Company,"12th St. & Central, Box 7",Walhalla,ND,58282,(701) 549-3711,www.soebyford.com
TRUE,"Soechting Motors, Inc.",603 E Kingsbury St,Seguin,TX,78155-2700,(830) 303-4546,www.soechtingmotors.net
TRUE,Soerens Ford,18900 W Capitol Dr,Brookfield,WI,53045,2627819800,www.soerens.com
TRUE,Solomon Chevrolet Cadillac,4886 Montgomery Hwy,Dothan,AL,36303,(877) 888-2924,www.solomonchevroletcadillac.com
TRUE,Solomon Chrysler Jeep Dodge -Brownsville,409 National Pike West,Brownsville,PA,15417,(888) 458-7814,www.solomonchryslerjeepdodgebrownsville.com
TRUE,Solomon Chrysler Jeep Dodge-Carmichaels,2605 E Roy Furman Hwy,Carmichaels,PA,15320,(888) 458-9618,www.solomonchryslerjeepdodgecarmichaels.com
TRUE,"Solomon Chrysler, Dodge, Jeep, Ram- Brownsville",409 National Pike W,Brownsville,PA,15417-9210,7247858000,www.solomonchryslerlerjeepdodgebrownsville.com
TRUE,Solomon Ford,500 National Pike W,Brownsville,PA,15417,888-430-8123,www.solomonford.com
TRUE,Somerset Buick GMC Inc,1850 W Maple Rd,Troy,MI,48084,(248) 566-6471,www.somersetbuickgmc.com
TRUE,Somerset Chrysler Jeep Dodge,1491 Brayton Point Road,Somerset,MA,02725-2337,5086751106,www.somersetchryslerjeep.net
TRUE,Somerset Subaru,1451 Brayton Point Rd,Somerset,MA,2725,(888) 679-0651,www.subaruofsomerset.com
TRUE,Somersworth Hyundai,370 Route 108,Somersworth,NH,3878,603-692-5220,www.somersworthhyundai.com
TRUE,Somersworth Nissan,285 Route 108,Somersworth,NH,3878,603-692-5200,www.somersworthnissan.com/
TRUE,Sommer's Buick GMC,7211 W Mequon Road,Mequon,WI,53092,866 791-8437,www.milwaukeebuickgmc.com
TRUE,Sommer's Subaru,7211 W Mequon Rd,Mequon,WI,53092,2622420100,www.sommers.subaru.com
TRUE,Sondalle Ford Lincoln,563 N. Washington Street,Berlin,WI,54923,(920) 361-2151,www.sondallelincoln.com
TRUE,Sonju Chrysler Jeep Dodge,893 Scenic Dr # 61,Two Harbors,MN,55616-4014,2188342181,www.sonjuchryslerjeepdodge.com
TRUE,Sonju Ford,893 Scenic Drive,Two Harbors,MN,55616,(218) 834-2101,www.twoharborsford.net
TRUE,Sonju Two Harbors,893 Scenic Drive,Two Harbors,MN,55616,800.680.0267,www.sonjugm.com
TRUE,Sonnen BMW,1599 Francisco Blvd E,San Rafael,CA,94901-5503,(415)482-2000,www.SonnenBMW.com
TRUE,"Sonnen Motorcars, Inc.",740 Francisco Boulevard West,San Rafael,CA,94901,4154607762,www.vwsonnen.com
TRUE,Sonnen Porsche,900 Redwood Hwy,Mill Valley,CA,94941,415-380-8000,www.sonnen.porschedealer.com
TRUE,Sonoma Chevrolet,687 W Napa St,Sonoma,CA,95476-6410,(707) 996-2141,www.sonomachevy.com
TRUE,Sonora Ford,13254 Mono Way,Sonora,CA,95370,(209) 532-5593,www.mysonoraford.com
TRUE,Sonora Nissan,3160 S Pacific Ave,Yuma,AZ,85365,928-726-0525,www.sonoranissancars.com
TRUE,Sonora Subaru,14890 Mono Way,Sonora,CA,95370,(888) 904-1168,www.sonorasubaru.com
TRUE,Sons Acura,7060 Jonesboro Rd,Morrow,GA,30260-2905,(888) 557-9954,www.sonsacura.com
TRUE,Sons Honda,105 Sons Drive,McDonough,GA,30253,877.478.7152,www.sonshonda.com
TRUE,Soo Motors,638 Ridge St,Sault Ste Marie,MI,49783,(877) 864-9205,www.soomotorslincoln.com
TRUE,"Soo Motors, Inc.",638 Ridge St,Sault Ste Marie,MI,49783,8006647591,www.soomotors.com
TRUE,Sorensen & Schade Chevrolet,21500 Highway 27 ,Lake Wales,FL,33859,(888) 314-2933,www.sorensenschadechevrolet.com
TRUE,Sorg Dodge,1811 Elkhart Rd,Goshen,IN,46526-1111,5745338605,www.sorgdodge.net
TRUE,Sorg Nissan,2845 N Detroit St,Warsaw,IN,46582,574-267-5850,www.sorgnissan.com/
TRUE,Sour Lake Chevrolet,170 Highway 105 E,Sour Lake,TX,77659,(866) 664-7859,www.sourlakechevy.com
TRUE,Sour Lake Ford,190 Highway 105 E,Sour Lake,TX,77659,888-693-6751,www.sourlakeford.com
TRUE,Sour Lake Motor Company,170 Highway 105 E,Sour Lake,TX,77659-7760,4092873536,www.sourlakemotor.net
TRUE,South Bay Ford Lincoln,5100 Rosecrans Avenue,Hawthorne,CA,90250,(888) 806-3170,www.southbaylincoln.net
TRUE,South Bay Hyundai,20433 Hawthorne Blvd.,Torrance,CA,90503,(866) 901-9766,www.sbhyundai.com
TRUE,South Bay Lexus,3215 Pacific Coast Highway,Torrance,CA,90505,(888) 804-8334,www.southbaylexus.com
TRUE,South Bay MINI,18900 Hawthorne Boulevard,Torrance,CA,90504,8773095393,www.southbaymini.com
TRUE,South Bay Scion,18240 S. Western Avenue,Gardena,CA,90248,(866) 728-0944,www.southbayscion.com
TRUE,South Bay Toyota,18416 S. Western Avenue,Gardena,CA,90248,3103237800,www.southbaytoyota.com
TRUE,South Bay Volkswagen,3131 National City Blvd,National City,CA,91950,8669251279,www.vwsouthbay.com
TRUE,South Charlotte Hyundai,8525 South Boulevard,Charlotte,NC,28273,704-551-0664,www.hyundaisouthcharlotte.com
TRUE,South Chicago Dodge Chrysler Jeep,7340 S Western Ave,Chicago,IL,60636-3639,7734767800,www.southchicagododgechryslerjeep.net
TRUE,South Coast Acura,2925 Harbor Blvd,Costa Mesa,CA,92626-3912,(714) 979-2500,www.southcoastacura.com
TRUE,South Coast Mitsubishi,2860 Harbor Boulevard,Costa Mesa,CA,92626,(714)545-1700,www.southcoastmitsubishi.com
TRUE,South Coast Scion,1966 Harbor Blvd.,Costa Mesa,CA,92627,(866) 967-9221,www.southcoastscion.com
TRUE,South Coast Subaru,2925 A Harbor Blvd,Costa Mesa,CA,92626,7146892103,www.southcoast.subaru.com
TRUE,South Coast Toyota,1966 Harbor Blvd.,Costa Mesa,CA,92627,9497222000,www.southcoasttoyota.com
TRUE,South Colorado Springs Nissan,1333 S Academy Blvd,Colorado Springs,CO,80916,719-550-3030,www.scsnissan.com/
TRUE,South County Buick Gmc,2202 National City Blvd,National City,CA,91950-6506,(619) 477-4462,www.scbuickgmc.com
TRUE,South County Chrysler Jeep Dodge,455 Stutz Way,Gilroy,CA,95020-6631,4088489600,www.southcountychryslerjeepdodge.net
TRUE,South County Collision Center,28400 Marguerite Parkway,Mission Viejo,CA,92692,(949) 354-5424,www.southcountycollision.com
TRUE,South County Dodge Chrysler Jeep,7127 S Lindbergh Blvd,St. Louis,MO,63125-4305,8882383467,www.southtowndodgesaintlouis.com
TRUE,South County Fiat,28400 Marguerite Pkwy.,Mission Viejo,CA,92692-3714,(888) 306-8861,www.southcountyfiat.com
TRUE,South County Lexus at Mission Viejo,28242 Marguerite Parkway,Mission Viejo,CA,92692,877-360-4067,www.southcountylexusatmissionviejo.com
TRUE,South County Maserati,28400 Marguerite Parkway,Mission Viejo,CA,92692,844-551-2913,www.southcountymaserati.com
TRUE,South Dade Scion,29330 S. Dixie Hwy,Homestead,FL,33033,(888) 806-3356,www.southdadescion.com
TRUE,South Dade Toyota,29330 S Dixie Hwy,Homestead,FL,33033,(855) 836-9847,www.southdadetoyota.com
TRUE,South Hills Audi,453 Racetrack Rd,Washington,PA,15301,7242299000,www.southhillsaudi.com
TRUE,South Hills Chrysler Dodge Jeep Ram,3344 Washington Road,McMurray,PA,15317-3005,7249414300,www.southhillschryslerjeep.net
TRUE,South Hills Kia,3644 Washington Road,Mcmurray,PA,15317,724-941-4300,www.southhillskia.com
TRUE,South Hills Lincoln,2760 Washington Road,Pittsburgh,PA,15241,888-693-6751,www.southhillslincolnofpittsburgh.com
TRUE,South Lake Motors,1931 South Main St,Rice Lake,WI,54868-2919,7152349081,www.southlakemotorschryslerdodgejeep.com
TRUE,South Loop Hyundai,8811 Lakes At 610 Drive,Houston,TX,77054,281-943-8700,www.southloophyundai.com
TRUE,South Miami Alfa Romeo FIAT,17220 S Dixie Hwy,Miami,FL,33157-4351,3053053428,www.fiatusaofsouthmiami.com
TRUE,South Miami Kia,17120 S. Dixie Highway,Miami,FL,33157,305-256-6410,www.southmiamikia.com
TRUE,South Motor Co. Of Dade County,17930 S Dixie Hwy,Miami,FL,33157,8663085676,www.southvolkswagen.com
